# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3910293	3910727	-	EGDEDF_03719	pasT	type II toxin-antitoxin system RatA family toxin	COG:COG2867, COG:J, RefSeq:WP_004929096.1, SO:0001217, UniParc:UPI0002AF36D5, UniRef:UniRef100_A0A2K2IV76, UniRef:UniRef50_P0AGL5, UniRef:UniRef90_A0A240C8K8
contig_1	cds	3910889	3911371	+	EGDEDF_03720	smpB	SsrA-binding protein SmpB	COG:COG0691, COG:O, GO:0003723, GO:0005829, GO:0070929, RefSeq:WP_004929094.1, SO:0001217, UniParc:UPI0002AF423D, UniRef:UniRef100_A0AAP8TPF7, UniRef:UniRef50_P0A832, UniRef:UniRef90_Q6D8Y5
contig_1	tmRNA	3911421	3911784	+	EGDEDF_03721	ssrA	transfer-messenger RNA, SsrA	SO:0000584
contig_1	cds	3911920	3913056	-	EGDEDF_03722	emrA	Membrane fusion protein biotin-lipoyl like domain-containing protein	COG:COG1566, COG:V, SO:0001217, UniRef:UniRef50_P37683, UniRef:UniRef90_A0A1Q4NXE3
contig_1	cds	3913066	3913410	-	EGDEDF_03723		DUF3302 domain-containing protein	RefSeq:WP_306376927.1, SO:0001217, UniParc:UPI00274D41D8, UniRef:UniRef100_UPI00274D41D8, UniRef:UniRef50_P0ADK4, UniRef:UniRef90_A0A1Q4NXE6
contig_1	cds	3913449	3914102	-	EGDEDF_03724		DUF3313 domain-containing protein	RefSeq:WP_025303964.1, SO:0001217, UniParc:UPI0003C0D4BD, UniRef:UniRef100_U5TRB1, UniRef:UniRef50_A8GI51, UniRef:UniRef90_A0A1Q4NXC5
contig_1	cds	3914238	3915173	+	EGDEDF_03725	lysR	HTH-type transcriptional regulator cbl	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A240C8X4, UniRef:UniRef90_A0AAN2UMU0
contig_1	cds	3915229	3916842	-	EGDEDF_03726	piuB	DUF2534 domain-containing protein	COG:COG3182, COG:P, SO:0001217, UniRef:UniRef50_A0A421DS79, UniRef:UniRef90_A0A2F0PFN6
contig_1	cds	3916962	3917327	-	EGDEDF_03727		DUF2946 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI002933114A, UniRef:UniRef90_UPI002933114A
contig_1	cds	3917490	3917942	-	EGDEDF_03728	argA	N-acetylglutamate synthase, GNAT family	COG:COG1246, COG:E, RefSeq:WP_080440182.1, SO:0001217, UniParc:UPI0007456483, UniRef:UniRef100_A0AAX1GCF1, UniRef:UniRef50_F5ITX0, UniRef:UniRef90_A0A8B4GF19
contig_1	cds	3918043	3918777	+	EGDEDF_03729	ubiE	Malonyl-CoA O-methyltransferase BioC	COG:COG2226, COG:HJ, SO:0001217, UniRef:UniRef50_A0A853T146, UniRef:UniRef90_A0A379YRA2
contig_1	cds	3918851	3919348	-	EGDEDF_03730	rimI	GCN5-related N-acetyltransferase	COG:COG0456, COG:J, SO:0001217, UniRef:UniRef50_A0A0H3KGP9, UniRef:UniRef90_A0A345IP24
contig_1	cds	3919443	3920360	+	EGDEDF_03731	lysR	HTH lysR-type domain-containing protein	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A4P3ANN8, UniRef:UniRef90_A0A345ISQ6
contig_1	cds	3920355	3920870	-	EGDEDF_03732		DUF1543 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R0D689, UniRef:UniRef90_A0A1Q4NXD4
contig_1	cds	3920991	3921173	+	EGDEDF_03733	yodC	DUF2158 domain-containing protein	COG:COG5475, COG:S, RefSeq:WP_016929823.1, SO:0001217, UniParc:UPI0002EB4E7D, UniRef:UniRef100_A0A0G8B8Y8, UniRef:UniRef50_A0A097R3P9, UniRef:UniRef90_A0A345ISQ8
contig_1	cds	3921206	3921484	-	EGDEDF_03734	yidJ	N-acetyltransferase	COG:COG2388, COG:R, RefSeq:WP_016929824.1, SO:0001217, UniParc:UPI0002DACCB6, UniRef:UniRef100_A0A5F0YYY0, UniRef:UniRef50_P39274, UniRef:UniRef90_A0AAP6VEA7
contig_1	cds	3921486	3921716	-	EGDEDF_03735	yjdI	Divergent 4Fe-4S mono-cluster domain-containing protein	COG:COG3592, COG:S, RefSeq:WP_016929825.1, SO:0001217, UniParc:UPI0002F5A87B, UniRef:UniRef100_A0A0G8B8V9, UniRef:UniRef50_P0AF59, UniRef:UniRef90_A0A656VD44
contig_1	cds	3921909	3922322	+	EGDEDF_03736	doxX	DoxX family protein	COG:COG2259, COG:S, RefSeq:WP_016929826.1, SO:0001217, UniParc:UPI00031BDD1B, UniRef:UniRef100_A0A086FL51, UniRef:UniRef50_A0A149PB57, UniRef:UniRef90_A0A2X4XXM7
contig_1	cds	3922373	3922945	-	EGDEDF_03737	smrA	DNA endonuclease SmrA	COG:COG2840, COG:JL, SO:0001217, UniRef:UniRef50_A0A0U3SJK2, UniRef:UniRef90_A0A240CAS3
contig_1	cds	3923130	3923465	+	EGDEDF_03738		MbeD/MobD like	RefSeq:WP_004928976.1, SO:0001217, UniParc:UPI0002AF2703, UniRef:UniRef100_A0A086FL53, UniRef:UniRef50_D4E2L4, UniRef:UniRef90_A0A447QHY2
contig_1	cds	3923533	3923979	+	EGDEDF_03739		DUF1198 domain-containing protein	RefSeq:WP_079450459.1, SO:0001217, UniParc:UPI0009A493C8, UniRef:UniRef100_UPI0009A493C8, UniRef:UniRef50_H2IW54, UniRef:UniRef90_A0A1Q4NXJ0
contig_1	cds	3924005	3924343	-	EGDEDF_03740		DUF2002 domain-containing protein	RefSeq:WP_016929830.1, SO:0001217, UniParc:UPI0002E630BD, UniRef:UniRef100_A0A2S4X6Q7, UniRef:UniRef50_P0AD53, UniRef:UniRef90_D4E2L2
contig_1	cds	3924446	3925618	-	EGDEDF_03741	araJ	Uncharacterized MFS-type transporter ERS381498_02851	COG:COG2814, COG:G, SO:0001217, UniRef:UniRef50_A0A060VN85, UniRef:UniRef90_A0AAN2R7U4
contig_1	cds	3925709	3926614	-	EGDEDF_03742	lysR	D-malate degradation protein R	COG:COG0583, COG:K, RefSeq:WP_346403472.1, SO:0001217, UniParc:UPI003204AE02, UniRef:UniRef100_UPI003204AE02, UniRef:UniRef50_A0A389MCB0, UniRef:UniRef90_A0A345IR60
contig_1	cds	3926720	3928102	+	EGDEDF_03743	araJ	High-copy suppressor of rspA	COG:COG2814, COG:G, RefSeq:WP_346403471.1, SO:0001217, UniParc:UPI003204DF2B, UniRef:UniRef100_UPI003204DF2B, UniRef:UniRef50_A9MF41, UniRef:UniRef90_A0A379YRD8
contig_1	cds	3928099	3928479	+	EGDEDF_03744		DUF4440 domain-containing protein	COG:COG4460, COG:S, RefSeq:WP_016929834.1, SO:0001217, UniParc:UPI0002DBDC17, UniRef:UniRef100_A0A349ZIZ8, UniRef:UniRef50_Q63JS1, UniRef:UniRef90_A0AA46K1T8
contig_1	cds	3928480	3928578	-	EGDEDF_03745		hypothetical protein	SO:0001217, UniParc:UPI0002AF3125, UniRef:UniRef100_A0AA46K1L4, UniRef:UniRef50_D4E2K5, UniRef:UniRef90_A0A8B4GZ75
contig_1	cds	3929255	3929563	+	EGDEDF_03746	elaB	DUF883 domain-containing protein	COG:COG4575, COG:J, RefSeq:WP_004928950.1, SO:0001217, UniParc:UPI0002AF3C86, UniRef:UniRef100_A0A084X0H6, UniRef:UniRef50_A0A0H3NT49, UniRef:UniRef90_A0A7U3Z4Y1
contig_1	cds	3929739	3930116	-	EGDEDF_03747		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A379YSF0, UniRef:UniRef90_A0A379YSF0
contig_1	cds	3930398	3930628	+	EGDEDF_03748	nrdH	Glutaredoxin-like protein NrdH	COG:COG0695, COG:O, RefSeq:WP_004928934.1, SO:0001217, UniParc:UPI0002AF27E4, UniRef:UniRef100_A0A0F6KW91, UniRef:UniRef50_A0A4R5TT52, UniRef:UniRef90_A0A240C8R4
contig_1	cds	3930638	3931042	+	EGDEDF_03749	nrdI	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	COG:COG1780, COG:F, GO:0009263, GO:0010181, GO:0036211, RefSeq:WP_004928930.1, SO:0001217, UniParc:UPI0002B88275, UniRef:UniRef100_A0A0M4JGC0, UniRef:UniRef50_A8GI78, UniRef:UniRef90_A8GI78
contig_1	cds	3931024	3933168	+	EGDEDF_03750	nrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha	COG:COG0209, COG:F, EC:1.17.4.1, GO:0004748, GO:0005524, GO:0006260, RefSeq:WP_346403470.1, SO:0001217, UniParc:UPI003204BE2C, UniRef:UniRef100_UPI003204BE2C, UniRef:UniRef50_Q08698, UniRef:UniRef90_A0A240C8T4
contig_1	cds	3933177	3934148	+	EGDEDF_03751	nrdF	class 1b ribonucleoside-diphosphate reductase subunit beta	COG:COG0208, COG:F, EC:1.17.4.1, GO:0004748, GO:0005971, GO:0009263, RefSeq:WP_033639549.1, SO:0001217, UniParc:UPI00044EA728, UniRef:UniRef100_A0A221FTF7, UniRef:UniRef50_P75461, UniRef:UniRef90_A0A240CBC7
contig_1	cds	3934162	3934395	+	EGDEDF_03752		hypothetical protein	
contig_1	cds	3934479	3934766	-	EGDEDF_03753	copG	CopG family transcriptional regulator	RefSeq:WP_033639547.1, SO:0001217, UniParc:UPI0004465AD1, UniRef:UniRef100_A0A1L9F0I1, UniRef:UniRef50_A0A2X4V9D0, UniRef:UniRef90_A0A345IQV7
contig_1	cds	3934844	3935038	-	EGDEDF_03754		DUF1289 domain-containing protein	RefSeq:WP_071525980.1, SO:0001217, UniParc:UPI0002F12702, UniRef:UniRef100_UPI0002F12702, UniRef:UniRef50_A0A0G3SQN5, UniRef:UniRef90_A0A0G3SQN5
contig_1	cds	3935103	3935843	-	EGDEDF_03755	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	COG:COG1028, COG:I, RefSeq:WP_346403468.1, SO:0001217, UniParc:UPI003204D18C, UniRef:UniRef100_UPI003204D18C, UniRef:UniRef50_A0A917UH67, UniRef:UniRef90_A0A379YRB7
contig_1	cds	3935946	3936839	+	EGDEDF_03756		D-malate degradation protein R	KEGG:K18900, RefSeq:WP_048795850.1, SO:0001217, UniParc:UPI000660D481, UniRef:UniRef100_A0A3E2EAW3, UniRef:UniRef50_A0A0C7KC93, UniRef:UniRef90_A0A379YRH6
contig_1	cds	3936852	3937796	-	EGDEDF_03757	gloB	N-acyl homoserine lactonase	COG:COG0491, COG:R, RefSeq:WP_289528363.1, SO:0001217, UniParc:UPI0025A41180, UniRef:UniRef100_UPI0025A41180, UniRef:UniRef50_A0A149VZN2, UniRef:UniRef90_A0AAN2R865
contig_1	cds	3938003	3938974	+	EGDEDF_03758	rssA	Patatin	COG:COG1752, COG:R, RefSeq:WP_079452317.1, SO:0001217, UniParc:UPI0009A538DA, UniRef:UniRef100_UPI0009A538DA, UniRef:UniRef50_S4YPQ8, UniRef:UniRef90_A0A1Q4NXG3
contig_1	cds	3939072	3940427	-	EGDEDF_03759	citS	Citrate/malate-proton symporter	COG:C, COG:COG3493, KEGG:K11616, RefSeq:WP_016929843.1, SO:0001217, UniParc:UPI00030DB9B5, UniRef:UniRef100_A0A3E2EAU0, UniRef:UniRef50_A0A485AW95, UniRef:UniRef90_A0A448SFN1
contig_1	cds	3940754	3942346	+	EGDEDF_03760	citA	histidine kinase	COG:COG3290, COG:T, RefSeq:WP_033639542.1, SO:0001217, UniParc:UPI0004E30696, UniRef:UniRef100_A0A3E2EAR4, UniRef:UniRef50_A0A1S8CEI2, UniRef:UniRef90_A0A1S8CEI2
contig_1	cds	3942379	3943065	+	EGDEDF_03761	citB	Transcriptional regulatory protein	COG:COG4565, COG:KT, KEGG:K07702, RefSeq:WP_033639541.1, SO:0001217, UniParc:UPI0005041B55, UniRef:UniRef100_A0A3E2EAU4, UniRef:UniRef50_A0A2X2E2U7, UniRef:UniRef90_A0A2X4UY83
contig_1	cds	3943472	3944674	+	EGDEDF_03762	proV	glycine betaine/L-proline ABC transporter ATP-binding protein ProV	COG:COG4175, COG:E, GO:0005524, GO:0031460, RefSeq:WP_033639540.1, SO:0001217, UniParc:UPI0004E406AB, UniRef:UniRef100_A0A379YWW6, UniRef:UniRef50_P14175, UniRef:UniRef90_D4E2I9
contig_1	cds	3944667	3945773	+	EGDEDF_03763	proW	glycine betaine/L-proline ABC transporter permease ProW	COG:COG4176, COG:E, GO:0016020, GO:0055085, KEGG:K02001, RefSeq:WP_016929847.1, SO:0001217, UniParc:UPI0002EDB3BA, UniRef:UniRef100_A0A5F0Z3T4, UniRef:UniRef50_K1JI18, UniRef:UniRef90_A0A2F0PG65
contig_1	cds	3945843	3946844	+	EGDEDF_03764	proX	Glycine betaine/L-proline ABC transporter substrate-binding protein ProX	RefSeq:WP_016929848.1, SO:0001217, UniParc:UPI0002E4FA44, UniRef:UniRef100_A0A3E2EBY3, UniRef:UniRef90_A0A182SFL7
contig_1	cds	3946875	3947753	-	EGDEDF_03765	lysR	HTH lysR-type domain-containing protein	COG:COG0583, COG:K, RefSeq:WP_004928891.1, SO:0001217, UniParc:UPI0002AF2357, UniRef:UniRef100_A0A5F0ZC38, UniRef:UniRef50_A0A5C1E9Y5, UniRef:UniRef90_A0A345IQ97
contig_1	cds	3947859	3949058	+	EGDEDF_03766	araJ	Inner membrane transport protein ynfM	COG:COG2814, COG:G, RefSeq:WP_033639538.1, SO:0001217, UniParc:UPI0004E44A3C, UniRef:UniRef100_A0A5C7BYD7, UniRef:UniRef50_P76628, UniRef:UniRef90_A0A240C8X7
contig_1	cds	3949180	3949926	+	EGDEDF_03767	azlC	Branched-chain amino acid ABC transporter permease	COG:COG1296, COG:E, RefSeq:WP_016929851.1, SO:0001217, UniParc:UPI0002FFB508, UniRef:UniRef100_A0A3E2EAS6, UniRef:UniRef50_P76630, UniRef:UniRef90_A0A1Q4NXH2
contig_1	cds	3949916	3950263	+	EGDEDF_03768	ygaH	L-valine transporter subunit YgaH	RefSeq:WP_016929852.1, SO:0001217, UniParc:UPI0002F2FF49, UniRef:UniRef100_A0A379YWC0, UniRef:UniRef50_C6DDD7, UniRef:UniRef90_A0AAP8PR66
contig_1	cds	3950426	3950944	+	EGDEDF_03769	mprA	transcriptional repressor MprA	COG:COG1846, COG:K, KEGG:K15974, RefSeq:WP_004928879.1, SO:0001217, UniParc:UPI0002AF3186, UniRef:UniRef100_A0A0G8B8U1, UniRef:UniRef50_A0A1T4N4P6, UniRef:UniRef90_A0A0G8B8U1
contig_1	cds	3950973	3952424	+	EGDEDF_03770	tolC	Multidrug resistance outer membrane protein MdtP	COG:COG1538, COG:M, SO:0001217, UniRef:UniRef50_A0A126VGI1, UniRef:UniRef90_A0A240C8Y5
contig_1	cds	3952448	3953620	+	EGDEDF_03771	emrA	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	COG:COG1566, COG:V, KEGG:K03543, RefSeq:WP_016929855.1, SO:0001217, UniParc:UPI0002EB71AD, UniRef:UniRef100_A0A0G8B9V9, UniRef:UniRef50_P27303, UniRef:UniRef90_A0A0G8B9V9
contig_1	cds	3953638	3955176	+	EGDEDF_03772	emrB	multidrug efflux MFS transporter permease subunit EmrB	COG:COG2814, COG:G, GO:0016020, GO:0022857, GO:0055085, KEGG:K03446, RefSeq:WP_016929856.1, SO:0001217, UniParc:UPI0003056A1B, UniRef:UniRef100_A0A5C7BVG7, UniRef:UniRef50_A0A5N8HLE5, UniRef:UniRef90_W0L5T8
contig_1	cds	3955237	3956325	-	EGDEDF_03773	spoU	tRNA/rRNA methyltransferase	COG:COG0566, COG:J, EC:2.1.1.-, GO:0003723, GO:0006396, GO:0008173, KEGG:K03214, RefSeq:WP_004928870.1, SO:0001217, UniParc:UPI0002B86B4D, UniRef:UniRef100_A0A2V4FY72, UniRef:UniRef50_A0A485C8V9, UniRef:UniRef90_A0A2V4FY72
contig_1	cds	3956533	3956952	+	EGDEDF_03774	trxC	thioredoxin TrxC	COG:COG3118, COG:O, GO:0006662, GO:0015035, RefSeq:WP_004928868.1, SO:0001217, UniParc:UPI0002AF38B3, UniRef:UniRef100_A0A345IS33, UniRef:UniRef50_P0AGG4, UniRef:UniRef90_A0A240C8P7
contig_1	cds	3957066	3957761	+	EGDEDF_03775	tapT	tRNA-uridine aminocarboxypropyltransferase	COG:COG3148, COG:J, RefSeq:WP_004928866.1, SO:0001217, UniParc:UPI0002AF3F99, UniRef:UniRef100_A0A3E2EAR7, UniRef:UniRef50_Q47319, UniRef:UniRef90_A0A240CB35
contig_1	cds	3957804	3960452	+	EGDEDF_03776	rimL	GNAT family N-acetyltransferase	COG:COG1670, COG:JO, KEGG:K09181, RefSeq:WP_079452313.1, SO:0001217, UniParc:UPI0009A47357, UniRef:UniRef100_UPI0009A47357, UniRef:UniRef50_P76594, UniRef:UniRef90_A0AAP6RTK5
contig_1	cds	3960605	3961960	+	EGDEDF_03777	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	COG:COG1502, COG:I, EC:2.7.8.8, GO:0008444, GO:0032049, KEGG:K00998, RefSeq:WP_049278561.1, SO:0001217, UniParc:UPI00066BEAAD, UniRef:UniRef100_UPI00066BEAAD, UniRef:UniRef50_P23830, UniRef:UniRef90_D4E2H3
contig_1	cds	3961997	3963307	-	EGDEDF_03778	araJ	Alpha-ketoglutarate permease	COG:COG2814, COG:G, RefSeq:WP_016929861.1, SO:0001217, UniParc:UPI0002EEB7A8, UniRef:UniRef100_A0A379YR94, UniRef:UniRef50_X0PAD0, UniRef:UniRef90_A0A240C8Q7
contig_1	rRNA	3963566	3963681	-	EGDEDF_03779	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	3963785	3966692	-	EGDEDF_03780	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	tRNA	3966899	3966974	-	EGDEDF_03781	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	tRNA	3967013	3967089	-	EGDEDF_03782	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	rRNA	3967164	3968705	-	EGDEDF_03783	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	ncRNA	3968849	3969092	-	EGDEDF_03784	Ysr197	Yersinia sRNA 197	RFAM:RF02849, SO:0000655
contig_1	cds	3969098	3969661	-	EGDEDF_03785	gmhB	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	COG:COG0241, COG:E, EC:3.1.3.82, GO:0005975, GO:0016791, RefSeq:WP_015378880.1, SO:0001217, UniParc:UPI0002AF3F33, UniRef:UniRef100_A0AB35TXU7, UniRef:UniRef50_P63228, UniRef:UniRef90_A0A240CB46
contig_1	cds	3969850	3970881	+	EGDEDF_03786	metN	methionine ABC transporter ATP-binding protein MetN	BlastRules:WP_000594016, BlastRules:WP_000594021, COG:COG1135, COG:E, EC:7.4.2.11, GO:0005524, GO:0009276, GO:0033232, GO:0048473, RefSeq:WP_016929862.1, SO:0001217, UniParc:UPI000301D30D, UniRef:UniRef100_A0A3E2EA55, UniRef:UniRef50_P30750, UniRef:UniRef90_A0A126VG56
contig_1	cds	3970874	3971527	+	EGDEDF_03787	metI	D-methionine transport system permease protein MetI	SO:0001217, UniRef:UniRef50_Q8ZH39
contig_1	cds	3971567	3972382	+	EGDEDF_03788	metQ	D-methionine-binding lipoprotein MetQ	COG:COG1464, COG:P, GO:0005886, GO:0006865, KEGG:K02073, RefSeq:WP_033639535.1, SO:0001217, UniParc:UPI0004E32260, UniRef:UniRef100_A0A5C7C8W4, UniRef:UniRef50_Q9CK95, UniRef:UniRef90_Q8ZH40
contig_1	cds	3972497	3972901	+	EGDEDF_03789	rcsF	Outer membrane lipoprotein RcsF	SO:0001217, UniRef:UniRef50_P69411
contig_1	cds	3972898	3973605	+	EGDEDF_03790	tsaA	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	COG:COG1720, COG:J, EC:2.1.1.-, GO:0005737, GO:0006400, GO:0008757, KEGG:K22900, RefSeq:WP_016929866.1, SO:0001217, UniParc:UPI0003013D5B, UniRef:UniRef100_A0A0P0QI87, UniRef:UniRef50_P44740, UniRef:UniRef90_A0A1C3HIB0
contig_1	cds	3973726	3975444	+	EGDEDF_03791	proS	proline--tRNA ligase	COG:COG0442, COG:J, EC:6.1.1.15, GO:0002161, GO:0004827, GO:0005524, GO:0005829, GO:0006433, KEGG:K01881, RefSeq:WP_115436457.1, SO:0001217, UniParc:UPI000E1C9278, UniRef:UniRef100_UPI000E1C9278, UniRef:UniRef50_P16659, UniRef:UniRef90_A8GIB4
contig_1	cds	3975505	3976188	-	EGDEDF_03792	nlpE	envelope stress response activation lipoprotein NlpE	COG:COG3015, COG:MV, SO:0001217, UniRef:UniRef50_D4E2G2, UniRef:UniRef90_A0A3E2EA32
contig_1	cds	3976218	3976631	-	EGDEDF_03793	arfB	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	COG:COG1186, COG:J, EC:3.1.1.29, GO:0003747, GO:0006415, RefSeq:WP_048797214.1, SO:0001217, UniParc:UPI000660D25C, UniRef:UniRef100_A0A5C7C6W9, UniRef:UniRef50_J7R0Q7, UniRef:UniRef90_D4E2G1
contig_1	cds	3976635	3977183	-	EGDEDF_03794	yaeQ	YaeQ family protein	COG:COG4681, COG:S, RefSeq:WP_004931995.1, SO:0001217, UniParc:UPI0002B895E1, UniRef:UniRef100_A0A0P0QIG2, UniRef:UniRef50_P0AA97, UniRef:UniRef90_A0A1Q4NWB0
contig_1	cds	3977584	3977847	+	EGDEDF_03795	rof	Rho-binding antiterminator	COG:COG4568, COG:K, KEGG:K19000, RefSeq:WP_004931991.1, SO:0001217, UniParc:UPI0002AF32A7, UniRef:UniRef100_A0AAP8HWQ3, UniRef:UniRef50_P0AFW8, UniRef:UniRef90_A0AAU0KR66
contig_1	cds	3977898	3978212	-	EGDEDF_03796	cytC553	Cytochrome C554	COG:C, COG:COG2863, RefSeq:WP_004931989.1, SO:0001217, UniParc:UPI0002AF43F7, UniRef:UniRef100_A0A5C7C6V6, UniRef:UniRef50_D4GKF1, UniRef:UniRef90_A0A1Q4NW93
contig_1	cds	3978212	3979543	-	EGDEDF_03797	tilS	tRNA lysidine(34) synthetase TilS	COG:COG0037, COG:J, EC:6.3.4.19, GO:0000166, GO:0005524, GO:0008033, GO:0016879, KEGG:K04075, SO:0001217, UniRef:UniRef50_Q8X8W8, UniRef:UniRef90_A0A656VHW2
contig_1	cds	3979600	3981045	-	EGDEDF_03798	pTR2	putative dipeptide and tripeptide permease YjdL	COG:COG3104, COG:E, RefSeq:WP_143778687.1, SO:0001217, UniParc:UPI00117C2B25, UniRef:UniRef100_UPI00117C2B25, UniRef:UniRef50_Q7CQY0, UniRef:UniRef90_A0A379YQT7
contig_1	cds	3981113	3983251	-	EGDEDF_03799	cadA	lysine decarboxylase CadA	BlastRules:WP_001295383, COG:COG1982, COG:E, EC:4.1.1.18, GO:0005737, GO:0006520, GO:0008923, KEGG:K01582, RefSeq:WP_016929874.1, SO:0001217, UniParc:UPI0002EA8B1C, UniRef:UniRef100_A0A3E2EA76, UniRef:UniRef50_P0A9H3, UniRef:UniRef90_P0A9H3
contig_1	cds	3983347	3984690	-	EGDEDF_03800	cadB	cadaverine/lysine antiporter	COG:COG0531, COG:E, GO:0043872, RefSeq:WP_197806897.1, SO:0001217, UniParc:UPI0018D93D7B, UniRef:UniRef100_UPI0018D93D7B, UniRef:UniRef50_P0AAE8, UniRef:UniRef90_A0A0P0QIE3
contig_1	cds	3985061	3986620	-	EGDEDF_03801	cadC	lysine decarboxylation/transport transcriptional activator CadC	COG:COG3710, COG:K, GO:0000160, GO:0003677, GO:0006355, SO:0001217, UniRef:UniRef50_A0A349ZEQ1, UniRef:UniRef90_A0A349ZEQ1
contig_1	cds	3986710	3987099	-	EGDEDF_03802	gloA	VOC family protein	COG:COG0346, COG:Q, SO:0001217, UniRef:UniRef50_P52096, UniRef:UniRef90_A0A1Q4NW88
contig_1	cds	3987207	3989351	-	EGDEDF_03803	ldcC	Lysine decarboxylase LdcC	COG:COG1982, COG:E, EC:4.1.1.18, KEGG:K01582, RefSeq:WP_197759212.1, SO:0001217, UniParc:UPI0018D95874, UniRef:UniRef100_UPI0018D95874, UniRef:UniRef50_P0A9H3, UniRef:UniRef90_A0A349ZEP7
contig_1	cds	3989463	3990422	-	EGDEDF_03804	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha	COG:COG0825, COG:I, EC:2.1.3.15, EC:6.4.1.2, GO:0003989, GO:0005524, GO:0006633, GO:0009317, GO:0016743, GO:2001295, RefSeq:WP_004931972.1, SO:0001217, UniParc:UPI0002AF3197, UniRef:UniRef100_A0A2S4X590, UniRef:UniRef50_Q65UI5, UniRef:UniRef90_Q8ZH52
contig_1	cds	3990435	3993923	-	EGDEDF_03805	dnaE	DNA polymerase III subunit alpha	COG:COG0587, COG:L, EC:2.7.7.7, GO:0003676, GO:0006260, GO:0008408, KEGG:K02337, RefSeq:WP_016929879.1, SO:0001217, UniParc:UPI0002EA7FAC, UniRef:UniRef100_A0A3E2EA65, UniRef:UniRef50_Q9HXZ1, UniRef:UniRef90_W0LB37
contig_1	cds	3994002	3994595	-	EGDEDF_03806	rnhB	ribonuclease HII	COG:COG0164, COG:L, EC:3.1.26.4, GO:0003723, GO:0004523, KEGG:K03470, RefSeq:WP_016929880.1, SO:0001217, UniParc:UPI0002DD4F16, UniRef:UniRef100_A0A3E2EA73, UniRef:UniRef50_Q8EGG1, UniRef:UniRef90_L0MIG3
contig_1	cds	3994592	3995740	-	EGDEDF_03807	lpxB	lipid-A-disaccharide synthase	COG:COG0763, COG:M, EC:2.4.1.182, GO:0005543, GO:0008915, GO:0009245, GO:0016020, KEGG:K00748, RefSeq:WP_028128317.1, SO:0001217, UniParc:UPI00014A5441, UniRef:UniRef100_A0A5C7C3G6, UniRef:UniRef50_P45011, UniRef:UniRef90_A8GID3
contig_1	cds	3995744	3996532	-	EGDEDF_03808	lpxA	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	COG:COG1043, COG:M, EC:2.3.1.129, GO:0005737, GO:0008610, GO:0008780, GO:0009245, GO:0016020, RefSeq:WP_016929882.1, SO:0001217, UniParc:UPI0002E0B12B, UniRef:UniRef100_A0A3E2EA58, UniRef:UniRef50_A8GID4, UniRef:UniRef90_A8GID4
contig_1	cds	3996536	3996991	-	EGDEDF_03809	fabZ	3-hydroxyacyl-ACP dehydratase FabZ	COG:COG0764, COG:I, EC:4.2.1.59, GO:0005737, GO:0006633, GO:0009245, GO:0016020, GO:0019171, KEGG:K02372, RefSeq:WP_004931962.1, SO:0001217, UniParc:UPI0002AF2F78, UniRef:UniRef100_A0A0F6KTP4, UniRef:UniRef50_B2VHX7, UniRef:UniRef90_B2VHX7
contig_1	cds	3997152	3998174	-	EGDEDF_03810		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	SO:0001217, UniRef:UniRef50_P21645
contig_1	cds	3998178	3998675	-	EGDEDF_03811		Chaperone protein Skp	RefSeq:WP_004931958.1, SO:0001217, UniParc:UPI0002AF27D8, UniRef:UniRef100_A0A080V5W6, UniRef:UniRef90_A0AAP2B751
